trace_id,case_id,c3_case_id,physics_decision,final_status,dispatch,trace_json
trace:C3-tip_1979_peak-S20260830,tip_1979_peak,C3-tip_1979_peak-S20260830,AWAITING_C3_CASE_RESPONSE,NOT_ARMED,false,"{""c3_case_id"": ""C3-tip_1979_peak-S20260830"", ""case_id"": ""tip_1979_peak"", ""dispatch"": false, ""final_status"": ""NOT_ARMED"", ""steps"": [{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 11, ""case_id"": ""tip_1979_peak"", ""grade"": ""C"", ""source_case_index"": 16, ""source_i08_case_id"": ""I08-tip_1979_peak-S20260805""}, ""status"": ""PASS""}, {""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY""}, {""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""needs_recheck"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE""}, {""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED""}], ""trace_id"": ""trace:C3-tip_1979_peak-S20260830""}"
trace:C3-goni_2020_landfall-S20260830,goni_2020_landfall,C3-goni_2020_landfall-S20260830,AWAITING_C3_CASE_RESPONSE,NOT_ARMED,false,"{""c3_case_id"": ""C3-goni_2020_landfall-S20260830"", ""case_id"": ""goni_2020_landfall"", ""dispatch"": false, ""final_status"": ""NOT_ARMED"", ""steps"": [{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 12, ""case_id"": ""goni_2020_landfall"", ""grade"": ""A"", ""source_case_index"": 15, ""source_i08_case_id"": ""I08-goni_2020_landfall-S20260805""}, ""status"": ""PASS""}, {""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY""}, {""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""offsite_envelope"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE""}, {""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED""}], ""trace_id"": ""trace:C3-goni_2020_landfall-S20260830""}"
trace:C3-lanyu_ryan_1995_gust-S20260830,lanyu_ryan_1995_gust,C3-lanyu_ryan_1995_gust-S20260830,AWAITING_C3_CASE_RESPONSE,NOT_ARMED,false,"{""c3_case_id"": ""C3-lanyu_ryan_1995_gust-S20260830"", ""case_id"": ""lanyu_ryan_1995_gust"", ""dispatch"": false, ""final_status"": ""NOT_ARMED"", ""steps"": [{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 13, ""case_id"": ""lanyu_ryan_1995_gust"", ""grade"": ""C"", ""source_case_index"": 18, ""source_i08_case_id"": ""I08-lanyu_ryan_1995_gust-S20260805""}, ""status"": ""PASS""}, {""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY""}, {""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""needs_recheck"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE""}, {""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED""}], ""trace_id"": ""trace:C3-lanyu_ryan_1995_gust-S20260830""}"
trace:C3-ss_cat1-S20260830,ss_cat1,C3-ss_cat1-S20260830,AWAITING_C3_CASE_RESPONSE,NOT_ARMED,false,"{""c3_case_id"": ""C3-ss_cat1-S20260830"", ""case_id"": ""ss_cat1"", ""dispatch"": false, ""final_status"": ""NOT_ARMED"", ""steps"": [{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 14, ""case_id"": ""ss_cat1"", ""grade"": ""B"", ""source_case_index"": 6, ""source_i08_case_id"": ""I08-ss_cat1-S20260805""}, ""status"": ""PASS""}, {""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY""}, {""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L1"", ""c3_stationary_eligible"": true, ""claim"": ""scale_anchor"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE""}, {""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED""}], ""trace_id"": ""trace:C3-ss_cat1-S20260830""}"
trace:C3-ss_cat2-S20260830,ss_cat2,C3-ss_cat2-S20260830,AWAITING_C3_CASE_RESPONSE,NOT_ARMED,false,"{""c3_case_id"": ""C3-ss_cat2-S20260830"", ""case_id"": ""ss_cat2"", ""dispatch"": false, ""final_status"": ""NOT_ARMED"", ""steps"": [{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 15, ""case_id"": ""ss_cat2"", ""grade"": ""B"", ""source_case_index"": 7, ""source_i08_case_id"": ""I08-ss_cat2-S20260805""}, ""status"": ""PASS""}, {""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY""}, {""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L1"", ""c3_stationary_eligible"": true, ""claim"": ""scale_anchor"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE""}, {""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED""}], ""trace_id"": ""trace:C3-ss_cat2-S20260830""}"
trace:C3-ss_cat3-S20260830,ss_cat3,C3-ss_cat3-S20260830,AWAITING_C3_CASE_RESPONSE,NOT_ARMED,false,"{""c3_case_id"": ""C3-ss_cat3-S20260830"", ""case_id"": ""ss_cat3"", ""dispatch"": false, ""final_status"": ""NOT_ARMED"", ""steps"": [{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 16, ""case_id"": ""ss_cat3"", ""grade"": ""B"", ""source_case_index"": 8, ""source_i08_case_id"": ""I08-ss_cat3-S20260805""}, ""status"": ""PASS""}, {""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY""}, {""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L1"", ""c3_stationary_eligible"": true, ""claim"": ""scale_anchor"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE""}, {""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED""}], ""trace_id"": ""trace:C3-ss_cat3-S20260830""}"
trace:C3-ss_cat4-S20260830,ss_cat4,C3-ss_cat4-S20260830,AWAITING_C3_CASE_RESPONSE,NOT_ARMED,false,"{""c3_case_id"": ""C3-ss_cat4-S20260830"", ""case_id"": ""ss_cat4"", ""dispatch"": false, ""final_status"": ""NOT_ARMED"", ""steps"": [{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 17, ""case_id"": ""ss_cat4"", ""grade"": ""B"", ""source_case_index"": 9, ""source_i08_case_id"": ""I08-ss_cat4-S20260805""}, ""status"": ""PASS""}, {""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY""}, {""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""offsite_envelope"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE""}, {""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED""}], ""trace_id"": ""trace:C3-ss_cat4-S20260830""}"
trace:C3-ss_cat5-S20260830,ss_cat5,C3-ss_cat5-S20260830,AWAITING_C3_CASE_RESPONSE,NOT_ARMED,false,"{""c3_case_id"": ""C3-ss_cat5-S20260830"", ""case_id"": ""ss_cat5"", ""dispatch"": false, ""final_status"": ""NOT_ARMED"", ""steps"": [{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 18, ""case_id"": ""ss_cat5"", ""grade"": ""B"", ""source_case_index"": 10, ""source_i08_case_id"": ""I08-ss_cat5-S20260805""}, ""status"": ""PASS""}, {""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY""}, {""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""offsite_envelope"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE""}, {""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED""}], ""trace_id"": ""trace:C3-ss_cat5-S20260830""}"
trace:C3-dorian_2019_landfall-S20260830,dorian_2019_landfall,C3-dorian_2019_landfall-S20260830,AWAITING_C3_CASE_RESPONSE,NOT_ARMED,false,"{""c3_case_id"": ""C3-dorian_2019_landfall-S20260830"", ""case_id"": ""dorian_2019_landfall"", ""dispatch"": false, ""final_status"": ""NOT_ARMED"", ""steps"": [{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 19, ""case_id"": ""dorian_2019_landfall"", ""grade"": ""C"", ""source_case_index"": 20, ""source_i08_case_id"": ""I08-dorian_2019_landfall-S20260805""}, ""status"": ""PASS""}, {""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY""}, {""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""needs_recheck"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE""}, {""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED""}], ""trace_id"": ""trace:C3-dorian_2019_landfall-S20260830""}"
trace:C3-patricia_2015_peak-S20260830,patricia_2015_peak,C3-patricia_2015_peak-S20260830,AWAITING_C3_CASE_RESPONSE,NOT_ARMED,false,"{""c3_case_id"": ""C3-patricia_2015_peak-S20260830"", ""case_id"": ""patricia_2015_peak"", ""dispatch"": false, ""final_status"": ""NOT_ARMED"", ""steps"": [{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 20, ""case_id"": ""patricia_2015_peak"", ""grade"": ""A"", ""source_case_index"": 19, ""source_i08_case_id"": ""I08-patricia_2015_peak-S20260805""}, ""status"": ""PASS""}, {""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY""}, {""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""offsite_envelope"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE""}, {""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED""}], ""trace_id"": ""trace:C3-patricia_2015_peak-S20260830""}"
trace:C3-gustav_2008_cuba_gust-S20260830,gustav_2008_cuba_gust,C3-gustav_2008_cuba_gust-S20260830,AWAITING_C3_CASE_RESPONSE,NOT_ARMED,false,"{""c3_case_id"": ""C3-gustav_2008_cuba_gust-S20260830"", ""case_id"": ""gustav_2008_cuba_gust"", ""dispatch"": false, ""final_status"": ""NOT_ARMED"", ""steps"": [{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 21, ""case_id"": ""gustav_2008_cuba_gust"", ""grade"": ""C"", ""source_case_index"": 21, ""source_i08_case_id"": ""I08-gustav_2008_cuba_gust-S20260805""}, ""status"": ""PASS""}, {""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY""}, {""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""needs_recheck"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE""}, {""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED""}], ""trace_id"": ""trace:C3-gustav_2008_cuba_gust-S20260830""}"
trace:C3-bhola_1970_peak-S20260830,bhola_1970_peak,C3-bhola_1970_peak-S20260830,AWAITING_C3_CASE_RESPONSE,NOT_ARMED,false,"{""c3_case_id"": ""C3-bhola_1970_peak-S20260830"", ""case_id"": ""bhola_1970_peak"", ""dispatch"": false, ""final_status"": ""NOT_ARMED"", ""steps"": [{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 22, ""case_id"": ""bhola_1970_peak"", ""grade"": ""A"", ""source_case_index"": 24, ""source_i08_case_id"": ""I08-bhola_1970_peak-S20260805""}, ""status"": ""PASS""}, {""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY""}, {""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""offsite_envelope"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE""}, {""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED""}], ""trace_id"": ""trace:C3-bhola_1970_peak-S20260830""}"
trace:C3-nargis_2008_peak-S20260830,nargis_2008_peak,C3-nargis_2008_peak-S20260830,AWAITING_C3_CASE_RESPONSE,NOT_ARMED,false,"{""c3_case_id"": ""C3-nargis_2008_peak-S20260830"", ""case_id"": ""nargis_2008_peak"", ""dispatch"": false, ""final_status"": ""NOT_ARMED"", ""steps"": [{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 23, ""case_id"": ""nargis_2008_peak"", ""grade"": ""A"", ""source_case_index"": 23, ""source_i08_case_id"": ""I08-nargis_2008_peak-S20260805""}, ""status"": ""PASS""}, {""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY""}, {""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""offsite_envelope"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE""}, {""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED""}], ""trace_id"": ""trace:C3-nargis_2008_peak-S20260830""}"
trace:C3-amphan_2020_peak-S20260830,amphan_2020_peak,C3-amphan_2020_peak-S20260830,AWAITING_C3_CASE_RESPONSE,NOT_ARMED,false,"{""c3_case_id"": ""C3-amphan_2020_peak-S20260830"", ""case_id"": ""amphan_2020_peak"", ""dispatch"": false, ""final_status"": ""NOT_ARMED"", ""steps"": [{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 24, ""case_id"": ""amphan_2020_peak"", ""grade"": ""A"", ""source_case_index"": 22, ""source_i08_case_id"": ""I08-amphan_2020_peak-S20260805""}, ""status"": ""PASS""}, {""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY""}, {""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""offsite_envelope"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE""}, {""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED""}], ""trace_id"": ""trace:C3-amphan_2020_peak-S20260830""}"
trace:C3-ef3_anchor-S20260830,ef3_anchor,C3-ef3_anchor-S20260830,REFERENCE_ONLY_C3_ENVELOPE,NOT_ARMED,false,"{""c3_case_id"": ""C3-ef3_anchor-S20260830"", ""case_id"": ""ef3_anchor"", ""dispatch"": false, ""final_status"": ""NOT_ARMED"", ""steps"": [{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 25, ""case_id"": ""ef3_anchor"", ""grade"": ""B"", ""source_case_index"": 25, ""source_i08_case_id"": ""I08-ef3_anchor-S20260805""}, ""status"": ""PASS""}, {""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY""}, {""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""REFERENCE_ONLY_C3_ENVELOPE"", ""facts"": {""c3_layer"": ""L4"", ""c3_stationary_eligible"": false, ""claim"": ""envelope_only"", ""classification_disposition"": ""UNCHANGED_REFERENCE_ONLY"", ""legacy_value_transfer"": false, ""source_stationarity"": ""reference_only""}, ""status"": ""REFERENCE_ONLY_C3_ENVELOPE""}, {""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""REFERENCE_ONLY_C3_ENVELOPE""}, ""status"": ""NOT_ARMED""}], ""trace_id"": ""trace:C3-ef3_anchor-S20260830""}"
