case_index,github_scenario_id,i08_case_id,name_cn,category,region,confidence,stationarity,U10_sustained_ms,U_deck_ms,Iu,gust3s_ms,qa_status,slack_screen_flag,slack_screen_count,carrying_slack_screen_count,gantry_slack_screen_count,minimum_rope_mean_minus_3p5sigma_kn,linearity_boundary_status,result_interpretation_status,rope_capacity_status,q_relative_frobenius_error,v_relative_frobenius_error,dummy_q_max_abs,dummy_v_max_abs,modal_covariance_trace,stationarity_half_sigma_relative_difference_max,stationarity_half_mean_difference_over_sigma_max,stationarity_diagnostic_is_acceptance_gate,lateral_common_m__mean,lateral_common_m__sigma,lateral_common_m__mean_plus_3p5sigma,lateral_common_m__mean_minus_3p5sigma,vertical_common_m__mean,vertical_common_m__sigma,vertical_common_m__mean_plus_3p5sigma,vertical_common_m__mean_minus_3p5sigma,local_roll_L_deg__mean,local_roll_L_deg__sigma,local_roll_L_deg__mean_plus_3p5sigma,local_roll_L_deg__mean_minus_3p5sigma,local_roll_R_deg__mean,local_roll_R_deg__sigma,local_roll_R_deg__mean_plus_3p5sigma,local_roll_R_deg__mean_minus_3p5sigma,system_roll_deg__mean,system_roll_deg__sigma,system_roll_deg__mean_plus_3p5sigma,system_roll_deg__mean_minus_3p5sigma,critical_carrying_overall__width,critical_carrying_overall__element_id,critical_carrying_overall__mean_tension_per_rope_kn,critical_carrying_overall__sigma_per_rope_kn,critical_carrying_overall__mean_plus_3p5sigma_kn,critical_carrying_overall__mean_minus_3p5sigma_kn,critical_carrying_overall__slack_screen_flag,critical_carrying_overall__capacity_ratio_break_to_peak,critical_carrying_overall__capacity_status,critical_carrying_main_span__width,critical_carrying_main_span__element_id,critical_carrying_main_span__mean_tension_per_rope_kn,critical_carrying_main_span__sigma_per_rope_kn,critical_carrying_main_span__mean_plus_3p5sigma_kn,critical_carrying_main_span__mean_minus_3p5sigma_kn,critical_carrying_main_span__slack_screen_flag,critical_carrying_main_span__capacity_ratio_break_to_peak,critical_carrying_main_span__capacity_status,critical_gantry__width,critical_gantry__element_id,critical_gantry__mean_tension_per_rope_kn,critical_gantry__sigma_per_rope_kn,critical_gantry__mean_plus_3p5sigma_kn,critical_gantry__mean_minus_3p5sigma_kn,critical_gantry__slack_screen_flag,critical_gantry__capacity_ratio_break_to_peak,critical_gantry__capacity_status
11,infa_2021_zhoushan,I08-infa_2021_zhoushan-S20260805,台风烟花登陆(长三角本地),typhoon,中国浙江舟山->江苏,A,stationary_ok,35.8,43.70768481630429,0.12,,PASS,False,0,0,0,70.35240552012843,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,STATIONARY_LINEAR_ROM_RESULT,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,6.490196396641952e-08,1.941563259090977e-07,1.155263e-13,2.637839e-13,1795172775.8710024,0.34079006643343096,0.10811365363276423,False,45.347366962632144,40.62960502605752,187.55098455383347,-96.85625062856917,-0.22831192349800233,1.2105032127005673,4.008449320953983,-4.4650731679499875,3.4097802706177975,1.0590712979150503,7.116529813320474,-0.29696927208487844,3.4097771207847254,1.0617308711548428,7.125835169826675,-0.3062809282572241,0.6864411920935349,0.7816457443914212,3.422201297463509,-2.049318913276439,L,2,982.7687499999978,4.12958855053793e-12,982.7687500000122,982.7687499999834,False,2.4217294251572103,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,704.2068358182643,16.0248771248277,760.2939057551612,648.1197658813674,False,3.1303683772607216,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,574.900176237248,16.459303031176788,632.5077368463668,517.2926156281293,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
12,doksuri_2023_jinjiang,I08-doksuri_2023_jinjiang-S20260805,台风杜苏芮登陆福建,typhoon,中国福建晋江,A,stationary_ok,47.2,57.62577439468052,0.12,,PASS,False,0,0,0,50.296178715176815,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,STATIONARY_LINEAR_ROM_RESULT,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.7072349044805578e-07,1.3421274912486986e-07,2.381984e-13,5.592374e-13,6403932156.825974,0.35693849364756136,0.09569188895977489,False,78.8260962626248,76.72207477515471,347.35335797566626,-189.70116545041668,-0.3968684151913091,2.3325420121987737,7.767028627504399,-8.560765457887017,5.927128427712269,1.9940791062565277,12.906405299610116,-1.052148444185578,5.927122952443002,1.9998696849673825,12.926666849828841,-1.072420944942837,1.1932220790500152,1.3524608181752373,5.926834942663346,-3.540390784563316,L,2,982.7687499999963,8.090932297634827e-12,982.7687500000246,982.768749999968,False,2.42172942515718,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,716.5041252686885,30.073877948633257,821.7626980889049,611.2455524484722,False,2.896213232280972,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,587.3869609472166,30.88822466286576,695.4957472672468,479.27817462718644,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
13,haiyan_2013_peak,I08-haiyan_2013_peak-S20260805,超强台风海燕巅峰,typhoon,西北太平洋/菲律宾,A,stationary_ok,63.9,78.01455474195095,0.12,105.6,PASS,False,0,0,0,8.925641180127073,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,STATIONARY_LINEAR_ROM_RESULT,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.5369774603334883e-07,7.861792212801624e-08,5.235354e-13,1.253335e-12,24697323856.646053,0.39355329812947865,0.07929347384970976,False,144.47334840945132,150.62648040461207,671.6660298255936,-382.71933300669093,-0.7273848577964778,4.636951816893795,15.501946501331803,-16.956716216924757,10.86330708997011,4.093401582470048,25.190212628615278,-3.463598448675059,10.86329705483552,4.105887184478295,25.233902200509554,-3.507308090838512,2.1869507349710084,2.482866024207194,10.876981819696187,-6.503080349754171,L,2,982.7687499999932,1.6484455723300806e-11,982.7687500000509,982.7687499999356,False,2.4217294251571153,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,740.6174437295147,59.12353470097069,947.5498151829121,533.6850722761172,False,2.51174129514296,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,611.8718539374241,60.6948003018966,824.3036549940623,399.440052880786,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
14,meranti_2016_peak,I08-meranti_2016_peak-S20260805,超强台风莫兰蒂巅峰,typhoon,西北太平洋/巴士海峡,A,stationary_ok,61.1,74.59607659989364,0.12,70.0,PASS,False,0,0,0,16.830900132814904,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,STATIONARY_LINEAR_ROM_RESULT,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.651403171006344e-07,8.438716799272628e-08,4.666101e-13,1.114121e-12,20284999430.794052,0.3905220650031425,0.08192878743389846,False,132.0895445043601,136.51548559715638,609.8937440944075,-345.71465508568724,-0.6650357010720458,4.197779180405126,14.027191430345894,-15.357262832489987,9.93213835716197,3.675406882666563,22.79606244649494,-2.931785732171001,9.932129182207754,3.6866074565264273,22.835255280050248,-2.970996915634741,1.9994921528163176,2.2683529335772,9.938727420336518,-5.939743114703883,L,2,982.7687499999938,1.486614404029405e-11,982.7687500000459,982.7687499999417,False,2.4217294251571277,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,736.0686683039719,53.550355212069434,923.4949115462149,548.6424250617289,False,2.5771663387025567,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,607.2529840912088,54.97910547323362,799.6798532475265,414.82611493489105,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
15,goni_2020_landfall,I08-goni_2020_landfall-S20260805,超强台风天鹅登陆(史上最强登陆),typhoon,菲律宾,A,stationary_ok,76.8,93.76397189642931,0.12,,PASS,True,4,4,0,-32.315457819276816,LINEAR_TENSION_ONLY_BOUNDARY_CROSSED_STATISTICAL_SLACK,LINEAR_BOUNDARY_FLAGGED,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.1065957196095037e-07,6.627664289858041e-08,8.339722e-13,2.016236e-12,54821900875.60495,0.3972398337533586,0.06788028916143724,False,208.69327870047397,224.37921437665287,994.0205290187589,-576.6339716178111,-1.0507151147380362,6.920898355565498,23.172429129741207,-25.27385935921728,15.692161904566593,6.385563810071967,38.041635239818476,-6.657311430685294,15.692147408708609,6.404758810688533,38.10880324611848,-6.724508428701258,3.159073450308803,3.6006161070318496,15.761229824920276,-9.44308292430267,L,160,764.2064833312938,88.41398761416515,1073.655439980872,454.75752668171583,False,2.216726066271691,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,764.2064833312938,88.41398761416515,1073.655439980872,454.75752668171583,False,2.216726066271691,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,635.8243891859279,90.71688079727718,953.333471976398,318.31530639545775,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
16,tip_1979_peak,I08-tip_1979_peak-S20260805,超强台风Tip巅峰(最低气压),typhoon,西北太平洋,C,stationary_ok,72.0,87.90372365290247,0.12,,PASS,True,3,3,0,-16.0618270457895,LINEAR_TENSION_ONLY_BOUNDARY_CROSSED_STATISTICAL_SLACK,LINEAR_BOUNDARY_FLAGGED,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.2432784222970674e-07,6.686868509125962e-08,7.092031e-13,1.708999e-12,41517647456.34099,0.39749510202894667,0.07197586712639091,False,183.42182698283838,195.27468903650842,866.8832386106179,-500.0395846449411,-0.9234800813127277,6.022065073360189,20.15374767544793,-22.00070783807339,13.79193917393548,5.461097530826286,32.90578053182748,-5.321902183956519,13.791926433435306,5.477647572366544,32.96369293671821,-5.379840069847598,2.776529399685471,3.160055265099095,13.836722827532302,-8.283664028161361,L,160,754.923862302895,76.82574020993192,1023.8139530376568,486.0337715681333,False,2.3246411058752794,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,754.923862302895,76.82574020993192,1023.8139530376568,486.0337715681333,False,2.3246411058752794,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,626.3987274746111,78.84241929585492,902.3471950101033,350.45025993911884,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
17,mangkhut_2018_peak,I08-mangkhut_2018_peak-S20260805,超强台风山竹巅峰,typhoon,西北太平洋/华南,A,stationary_ok,69.5,84.85151102606558,0.12,,PASS,True,2,2,0,-8.01839589506234,LINEAR_TENSION_ONLY_BOUNDARY_CROSSED_STATISTICAL_SLACK,LINEAR_BOUNDARY_FLAGGED,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.3220859196183698e-07,6.926277340854196e-08,6.485632e-13,1.55995e-12,35624782151.05532,0.3969414951316069,0.07418254147862686,False,170.90533946447826,180.8919687525773,804.0272300984989,-462.2165511695423,-0.8604628979091047,5.576667908190258,18.657874780756796,-20.378800576575006,12.85079363327582,5.013467183749224,30.397928776398103,-4.696341509846462,12.850781762172232,5.028708653671345,30.45126205002194,-4.7496985256774735,2.5870623327219784,2.942109583846903,12.884445876186138,-7.710321210742182,L,160,750.3263499977929,71.11270021742656,999.2208007587859,501.43189923679995,False,2.3818559403413953,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,750.3263499977929,71.11270021742656,999.2208007587859,501.43189923679995,False,2.3818559403413953,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,621.7303697371863,72.98677072347515,877.1840672693493,366.27667220502326,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
18,lanyu_ryan_1995_gust,I08-lanyu_ryan_1995_gust-S20260805,兰屿台风阵风纪录,typhoon,台湾兰屿,C,stationary_ok,60.1,73.37519154915887,0.12,85.4,PASS,False,0,0,0,19.561267818690098,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,STATIONARY_LINEAR_ROM_RESULT,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.684703761837046e-07,8.647188247034913e-08,4.471785e-13,1.066684e-12,18862017767.109993,0.3891892443201023,0.0828818633957366,False,127.80121012351125,131.64221014174336,588.548945619613,-332.9465253725905,-0.6434450788006142,4.045975396861227,13.51746881021368,-14.804358967814908,9.60968792740098,3.532787523909134,21.97444426108295,-2.755068406280989,9.609679050314941,3.5435444845039816,22.012084746078877,-2.792726645448994,1.9345779237958942,2.194189106385048,9.614239796143563,-5.745083948551774,L,2,982.768749999994,1.4308449022389435e-11,982.7687500000442,982.7687499999439,False,2.4217294251571317,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,734.4934923566126,51.628303416770876,915.1925543153106,553.7944303979145,False,2.6005456324768352,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,605.6535354473193,53.0076279471884,791.1802332624787,420.1268376321599,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
19,patricia_2015_peak,I08-patricia_2015_peak-S20260805,飓风帕特里夏巅峰(风速纪录),hurricane,东太平洋,A,stationary_ok,84.1,102.67643276679303,0.12,,PASS,True,4,4,0,-59.02163429713087,LINEAR_TENSION_ONLY_BOUNDARY_CROSSED_STATISTICAL_SLACK,LINEAR_BOUNDARY_FLAGGED,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,9.328536915766174e-08,1.3602970460889945e-07,1.044631e-12,2.53634e-12,80776593850.29279,0.39431941301242207,0.06203164009124404,False,250.25226313705426,272.3434058117655,1203.4541834782335,-702.949657204125,-1.2599535404917965,8.394779590479258,28.121775026185606,-30.6416821071692,18.817084357407897,7.9580640008071635,46.670308360232966,-9.036139645417176,18.817066974858317,7.981608834870674,46.75269789690567,-9.118563947189042,3.7881683841414717,4.325320349507419,18.92678960741744,-11.350452839134496,L,160,779.4717837643786,107.58231408900619,1156.0098830759002,402.933684452857,False,2.058805927910684,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,779.4717837643786,107.58231408900619,1156.0098830759002,402.933684452857,False,2.058805927910684,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,651.324920486697,110.35053369423498,1037.5517884165195,265.09805255687456,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
20,dorian_2019_landfall,I08-dorian_2019_landfall-S20260805,飓风多里安登陆巴哈马,hurricane,巴哈马,C,stationary_ok,71.9,87.78163514782901,0.12,,PASS,True,3,3,0,-15.734490637252478,LINEAR_TENSION_ONLY_BOUNDARY_CROSSED_STATISTICAL_SLACK,LINEAR_BOUNDARY_FLAGGED,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.2522585515927149e-07,6.664434362350385e-08,7.067203e-13,1.702893e-12,41268926430.284424,0.39748280169040845,0.07206319445695811,False,182.91267573085474,194.68912861473777,864.324625882437,-498.4992744207275,-0.9209166402691141,6.00394716324763,20.09289843109759,-21.934731711635816,13.75365483660659,5.442749799877034,32.80327913617621,-5.295969462963029,13.753642131472118,5.459246583303873,32.86100517303567,-5.353720910091438,2.7688221739791694,3.1511852346629547,13.797970495299511,-8.260326147341173,L,160,754.7368426503991,76.59296387353046,1022.8122162077557,486.6614690930425,False,2.3269178469770737,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,754.7368426503991,76.59296387353046,1022.8122162077557,486.6614690930425,False,2.3269178469770737,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,626.2088259400767,78.6038524970243,901.3223096796619,351.09534220049164,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
21,gustav_2008_cuba_gust,I08-gustav_2008_cuba_gust-S20260805,飓风古斯塔夫古巴地面阵风,hurricane,古巴,C,stationary_ok,66.5,81.18885587386131,0.13,94.4,PASS,True,2,2,0,-6.295625829551184,LINEAR_TENSION_ONLY_BOUNDARY_CROSSED_STATISTICAL_SLACK,LINEAR_BOUNDARY_FLAGGED,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.3349367807939665e-07,7.0194753623792e-08,6.280378e-13,1.506928e-12,34506049949.053375,0.3955314251280171,0.0768928507943922,False,156.4693623408289,178.03611567631427,779.5957672079288,-466.6570425262711,-0.7877815952131959,5.485105652873602,18.410088189844412,-19.985651380270806,11.76531693903089,4.88203452777395,28.85243778623971,-5.321803908177932,11.765306070651862,4.896913732441207,28.904504134196088,-5.3738919928923625,2.3685391855245124,2.9153453883081224,12.57224804460294,-7.835169673553916,R,160,686.2603362771883,86.94121977173695,990.5546054782676,381.966067076109,False,2.402694396490004,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,160,686.2603362771883,86.94121977173695,990.5546054782676,381.966067076109,False,2.402694396490004,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,616.3460871735981,71.78112736851216,867.5800329633906,365.1121413838056,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
22,amphan_2020_peak,I08-amphan_2020_peak-S20260805,气旋安攀巅峰(孟加拉湾最强),monsoon,孟加拉湾,A,stationary_ok,63.5,77.52620072165705,0.12,,PASS,False,0,0,0,10.078320634118313,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,STATIONARY_LINEAR_ROM_RESULT,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.5394847166936393e-07,8.012706452614064e-08,5.151757e-13,1.232873e-12,24026853744.376842,0.393180222046791,0.0796668574948112,False,142.67026656087003,148.56870945313256,662.6607496468339,-377.3202165250939,-0.7183068205774004,4.572946488085476,15.287005887721765,-16.723619528876565,10.727728922473247,4.031992027840218,24.83970101991401,-3.3842431749675157,10.727719012580918,4.044290213281187,24.882734759065073,-3.427296733903235,2.1596567654092853,2.4516032011638074,10.740267969482613,-6.420954438664041,L,2,982.7687499999934,1.6248173208367198e-11,982.7687500000502,982.7687499999365,False,2.421729425157117,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,739.9551420275556,58.310117452329635,944.0405531107093,535.8697309444018,False,2.5210781381770717,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,611.1993464878152,59.86065508116709,820.7116392719,401.6870537037304,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
23,nargis_2008_peak,I08-nargis_2008_peak-S20260805,气旋纳尔吉斯巅峰,monsoon,孟加拉湾/缅甸,A,stationary_ok,52.4,63.97437665850124,0.12,,PASS,False,0,0,0,38.91958422917115,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,STATIONARY_LINEAR_ROM_RESULT,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.9180144027210255e-07,1.114282071207692e-07,3.132398e-13,7.407625e-13,10254454256.060648,0.37369414557032304,0.09041393448034121,False,97.15129545841015,97.07616135193501,436.91786019018264,-242.61526927336237,-0.48913091590764524,2.967790496711012,9.898135822580896,-10.876397654396188,7.305045313700822,2.548835918473668,16.22597102835866,-1.6158804009570167,7.305038565561208,2.556455358107541,16.2526323189376,-1.6425551878151854,1.4706179329630356,1.6662174650797263,7.302379060742078,-4.361143194816007,L,2,982.7687499999954,1.0377162796518732e-11,982.7687500000317,982.7687499999591,False,2.421729425157163,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,723.2352731783944,38.0380545952916,856.368464261915,590.1020820948738,False,2.779177537850216,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,594.2218325779363,39.063565107757334,730.944310455087,457.4993547007856,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
24,bhola_1970_peak,I08-bhola_1970_peak-S20260805,1970博拉气旋,monsoon,孟加拉湾/孟加拉,A,stationary_ok,49.0,59.82336748600307,0.12,,PASS,False,0,0,0,46.51475366011337,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,STATIONARY_LINEAR_ROM_RESULT,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.866290930832944e-07,1.2565142098414498e-07,2.627955e-13,6.186278e-13,7584682544.032435,0.3633900452830601,0.09384613812746283,False,84.95289478892644,83.4932479080117,377.17926246696743,-207.27347288911452,-0.42771521512960226,2.5438209923090884,8.475658257952208,-9.331088688211413,6.387817507063863,2.1764753401764954,14.005481197681597,-1.229846183553871,6.387811606226494,2.182871641091496,14.02786235004673,-1.252239137593742,1.2859658735811752,1.457204727904474,6.3861824212468346,-3.8142506740844837,L,2,982.768749999996,8.848398117746588e-12,982.7687500000269,982.768749999965,False,2.4217294251571744,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,718.7545994192227,32.71996059890364,833.2744615153854,604.23473732306,False,2.85620177974944,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,589.6721138117042,33.60479771657812,707.2889058197277,472.0553218036808,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
25,ef3_anchor,I08-ef3_anchor-S20260805,EF3龙卷锚点,tornado,通用,B,reference_only,47.2,57.62577439468052,0.25,67.0,PASS,False,0,0,0,2.7044296274281976,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,REFERENCE_ONLY_STATIONARY_SURROGATE,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.468367530987122e-07,7.529962375613751e-08,4.962467e-13,1.165078e-12,27794844197.840397,0.3569384892075455,0.09569188731923092,False,78.8260962626248,159.83765509713302,638.2578891025904,-480.60569657734084,-0.3968684151913091,4.859462526338404,16.611250426993102,-17.404987257375723,5.927128427712269,4.154331488194615,20.467288636393423,-8.613031780968885,5.927122952443002,4.166395192501326,20.509506126197643,-8.655260221311638,1.1932220790500152,2.817626709921699,11.054915563775962,-8.668471405675932,L,2,982.7687499999963,1.6856108928040444e-11,982.7687500000553,982.7687499999373,False,2.421729425157104,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,160,686.9002935319738,77.82784519511027,959.2977517148597,414.5028353490879,False,2.480981526064733,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,1066,557.2757903497994,79.4680558666749,835.4139858831616,279.1375948164373,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
26,ef4_anchor,I08-ef4_anchor-S20260805,EF4龙卷锚点,tornado,通用,B,reference_only,57.7,70.44506742739546,0.25,82.0,PASS,True,4,4,0,-46.95802201315422,LINEAR_TENSION_ONLY_BOUNDARY_CROSSED_STATISTICAL_SLACK,REFERENCE_ONLY_STATIONARY_SURROGATE,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.0046916431414424e-07,1.0757186359685868e-07,8.384664e-13,1.995122e-12,68367859836.10019,0.3854006308884055,0.08519352431160541,False,117.79792715194716,250.63607425871973,995.0241870574663,-759.4283327535719,-0.5930812114030958,7.692908343457207,26.33209799069713,-27.51826041350332,8.857516429859498,6.676268015560401,32.2244544843209,-14.509421624601906,8.85750824760259,6.696529899080393,32.29536289438396,-14.580346399178785,1.783154237090826,4.211360251557994,16.522915117543803,-12.956606643362152,R,160,686.5790769323942,122.22880965534983,1114.3799107261186,258.7782431386697,False,2.135716892499629,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,160,686.5790769323942,122.22880965534983,1114.3799107261186,258.7782431386697,False,2.135716892499629,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,1066,556.9243312148466,124.84740101982983,993.890234784251,119.95842764544216,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
27,ef5_anchor,I08-ef5_anchor-S20260805,EF5龙卷锚点,tornado,通用,B,reference_only,66.9,81.67720989415523,0.25,95.0,PASS,True,218,4,214,-99.29335865395203,LINEAR_TENSION_ONLY_BOUNDARY_CROSSED_STATISTICAL_SLACK,REFERENCE_ONLY_STATIONARY_SURROGATE,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,7.515233627806869e-08,1.7741672690856882e-07,1.22637e-12,2.943565e-12,130992145634.11122,0.39577072101139193,0.07652769503722409,False,158.3573617019023,346.8811845150974,1372.4415075047432,-1055.7267841009384,-0.7972871695069549,10.688134690287844,36.61118424650051,-38.20575858551441,11.907280263552734,9.525422132716828,45.246257728061636,-21.431697200956165,11.907269264033062,9.554446134161198,45.347830733597256,-21.533292205531133,2.397118585363867,5.674775699906396,22.258833535036253,-17.46459636430852,R,160,686.2447748647287,169.40426183801873,1279.1596912977943,93.32985843166318,False,1.8605964651570035,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,160,686.2447748647287,169.40426183801873,1279.1596912977943,93.32985843166318,False,1.8605964651570035,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,1066,556.5585546152921,173.06270228087223,1162.278012598345,-49.16090336776074,True,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
28,funing_2016_ef4,I08-funing_2016_ef4-S20260805,江苏阜宁6·23龙卷(EF4),tornado,中国江苏盐城,A,reference_only,51.8,63.24184562806039,0.25,73.5,PASS,True,4,4,0,-17.73574171819311,LINEAR_TENSION_ONLY_BOUNDARY_CROSSED_STATISTICAL_SLACK,REFERENCE_ONLY_STATIONARY_SURROGATE,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.227692419630357e-07,6.54839450068202e-08,6.332413e-13,1.496362e-12,42268307254.97184,0.372045872984277,0.09101475633953565,False,94.93919425799218,197.09169136921435,784.7601140502424,-594.881725534258,-0.47799357511218393,6.02213090438695,20.599464590242142,-21.55545174046651,7.138711973200348,5.167571860223104,25.22521348398121,-10.947789537580515,7.138705378713526,5.182980594232105,25.279137458525895,-11.00172670109884,1.4371324742307177,3.3922216635087867,13.309908296511471,-10.435643348050037,R,160,686.767484925638,96.0296418560427,1022.8712314217875,350.6637384294885,False,2.326783593954254,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,160,686.767484925638,96.0296418560427,1022.8712314217875,350.6637384294885,False,2.326783593954254,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,1066,557.1304778162686,98.07044225190559,900.3770256979382,213.883929934599,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
